init_type,iters,time_total,f_final,grad_final,alpha,backtraking
678563,1,0.0028567400004249066,6019.9324182690525,112794.5656685134,0.000244140625,12
678563,2,0.005558066004596185,729.4254330942806,2805.691806679798,0.00390625,8
678563,3,0.008289219003927428,664.6471694914072,666.8816979356236,0.001953125,9
678563,4,0.010974946002534125,583.8552349549644,633.7843624053972,0.001953125,9
678563,5,0.013604937004856765,500.22512385028057,545.5525004661242,0.001953125,9
678563,6,0.01625873400189448,435.83448373139737,459.40462420239385,0.001953125,9
678563,7,0.01890825200098334,403.98096645074287,447.62532374891987,0.001953125,9
678563,8,0.021564293005212676,274.53102378559873,518.2186685367308,0.0009765625,10
678563,9,0.024182913002732676,193.986167228045,196.57022785208898,0.00390625,8
678563,10,0.026899757998762652,129.75381642638843,390.5556714472333,0.0009765625,10
678563,11,0.029562421004811767,101.00364643145868,207.63799678020993,0.001953125,9
678563,12,0.03224187600426376,66.9450523107485,296.6984695915967,0.0009765625,10
678563,13,0.03492279400234111,60.42346135706158,181.73680797326992,0.001953125,9
678563,14,0.03758599800494267,35.585090768793854,304.9825678565287,0.0009765625,10
678563,15,0.04025695699965581,23.423373253504646,193.69384725091308,0.0009765625,10
678563,16,0.04294831500010332,16.444975103917134,130.98241169212662,0.0009765625,10
678563,17,0.04563608500029659,12.03860318815429,93.59237565441676,0.0009765625,10
678563,18,0.04832419600279536,10.358594634178386,69.80797057373788,0.001953125,9
678563,19,0.051064667000900954,7.337914772687407,118.20328564633357,0.0009765625,10
678563,20,0.05373076600517379,5.616061056661648,84.78628993557052,0.0009765625,10
678563,21,0.05641689400363248,4.590757691577791,61.701306289905105,0.0009765625,10
678563,22,0.05910391300130868,3.9578264006481394,45.45957681138434,0.0009765625,10
678563,23,0.061780763004207984,3.555101313590029,33.85125657705195,0.0009765625,10
678563,24,0.06451087399909738,3.2919716711020266,25.44362402023357,0.0009765625,10
678563,25,0.06723268900532275,3.115839715684153,19.286983504095726,0.0009765625,10
678563,26,0.0699304080044385,2.995177619521363,14.738828675850439,0.0009765625,10
678563,27,0.07257744199887384,2.969078747259435,11.35644844485073,0.001953125,9
678563,28,0.07528097199974582,2.870232021226171,22.620718117010124,0.0009765625,10
678563,29,0.07800077400315786,2.806948499805216,17.01367366165112,0.0009765625,10
678563,30,0.08065530100429896,2.764837150016388,12.847115107498563,0.0009765625,10
