init_type,iters,time_total,f_final,grad_final,alpha,backtraking
4235645,1,0.0044286519987508655,102211.52844890431,2709960.9578422294,3.0517578125e-05,15
4235645,2,0.008625053997093346,2612.9437911115656,23094.551099322784,0.0009765625,10
4235645,3,0.01281043599738041,2205.09475502082,1842.4927200567556,0.001953125,9
4235645,4,0.017001968997647054,1831.4471262715838,1625.1329337497557,0.001953125,9
4235645,5,0.02113570299843559,1492.9695831661127,1371.390717479568,0.001953125,9
4235645,6,0.02529673899698537,1243.2941944943686,1113.7309351034846,0.001953125,9
4235645,7,0.02945802499743877,1079.389887560695,902.2714943010001,0.001953125,9
4235645,8,0.03362544199626427,971.8697943645348,758.4241834903812,0.001953125,9
4235645,9,0.037832415000593755,897.9356050100835,681.0254016449761,0.001953125,9
4235645,10,0.04202154299855465,850.9350200705833,663.7605948521345,0.001953125,9
4235645,11,0.046220390002417844,846.0067573829282,706.812833084291,0.001953125,9
4235645,12,0.05041029000130948,527.3931389076129,825.294799616104,0.0009765625,10
4235645,13,0.05453141999896616,482.01583225121396,243.26463800606115,0.0078125,7
4235645,14,0.05877239700203063,200.85589910617614,1028.218728910346,0.0009765625,10
4235645,15,0.06302228099957574,115.91589547979711,528.064431847653,0.0009765625,10
4235645,16,0.06725519199972041,79.312766002665,301.9993806396954,0.0009765625,10
4235645,17,0.07143718699808232,72.20787009267573,197.45248335691184,0.001953125,9
4235645,18,0.07566005999979097,44.14631962028623,337.45947242362195,0.0009765625,10
4235645,19,0.07993050199729623,29.9147969963524,222.2825987948773,0.0009765625,10
4235645,20,0.08411283799796365,21.810136365058426,152.88842594895388,0.0009765625,10
4235645,21,0.08835155000269879,16.822698192885632,109.22064262182965,0.0009765625,10
4235645,22,0.09260632299992722,13.60760680720458,80.48906330019292,0.0009765625,10
4235645,23,0.09682742199947825,12.799251462698889,60.76373824503827,0.001953125,9
4235645,24,0.10103819199866848,10.483772696497155,108.6572943206591,0.0009765625,10
4235645,25,0.10524470300151734,9.135534081966323,79.48211174147188,0.0009765625,10
4235645,26,0.10944320900307503,8.324026349586635,58.647789238047245,0.0009765625,10
4235645,27,0.11368306400254369,7.820560152455419,43.600344637376914,0.0009765625,10
4235645,28,0.11793228599708527,7.4990769267774775,32.62869653124291,0.0009765625,10
4235645,29,0.12219932200241601,7.288120701234776,24.565954385870764,0.0009765625,10
4235645,30,0.12646963400038658,7.14587636060554,18.603522590921607,0.0009765625,10
