init_type,iters,time_total,f_final,grad_final,alpha,backtraking,stop_reason
Classical,30,0.10812474799604388,124.2695649723786,3.1386703975459995,0.0078125,7,max_iter
Classical,30,0.16182577799918363,155.82128176358475,3.8760383498710254,0.00390625,8,max_iter
Classical,30,0.14749134200246772,155.82128176358475,3.8760383498710254,0.00390625,8,max_iter
