init_type,iters,time_total,f_final,grad_final,alpha,backtraking,stop_reason
1223,5,4.261207608004042,8774.712643248648,587.1276142789021,0.03125,5,max_iter
1223,5,4.388921311998274,12972.50573100612,447.39327361914565,0.015625,6,max_iter
1223,5,4.315066796996689,13990.447730962987,293.73802353929676,0.03125,5,max_iter
1223,5,4.467026537997299,6091.014214975972,789.5102747278399,0.015625,6,max_iter
