init_type,iters,time_total,f(x_k),grad_final,alpha,backtraking,stop_reason
1223,1,0.8706783469970105,33518.18929932051,36343.484574896545,0.0078125,7,
1223,2,1.804607963997114,21282.420009835627,1801.9961747686625,0.015625,6,
1223,3,2.6890858619954088,13414.81331104885,1080.9893016952153,0.015625,6,
1223,4,3.584100635998766,9727.20397011721,804.9208276466969,0.015625,6,
1223,5,4.467026537997299,6091.014214975972,789.5102747278399,0.015625,6,
